feature,coefficient,absolute_importance,feature_group
"developer_publisher__publisher_IndieGala,IndieGala",-0.11219110003966612,0.11219110003966612,Other
developer_publisher__developer_Kite Games,-0.11176723024901222,0.11176723024901222,Other
"developer_publisher__publisher_Bossa Studios,Bossa Studios",0.1101763821597885,0.1101763821597885,Other
developer_publisher__developer_Gameloft,-0.1090055974509001,0.1090055974509001,Other
"developer_publisher__publisher_Gameloft,Gameloft",-0.1090055974509001,0.1090055974509001,Other
developer_publisher__developer_Relic Entertainment,0.10893299170573922,0.10893299170573922,Other
developer_publisher__developer_Arkane Studios,0.10888727384158288,0.10888727384158288,Other
"developer_publisher__publisher_MoeNovel,MoeNovel",-0.10859592419990875,0.10859592419990875,Other
developer_publisher__developer_MoeNovel,-0.10859592419990875,0.10859592419990875,Other
developer_publisher__developer_Mihai Morosanu,-0.10846446740116415,0.10846446740116415,Other
developer_publisher__developer_Primitive Studio,-0.10842359935124445,0.10842359935124445,Other
"developer_publisher__publisher_Bullid Games,Bullid Games",-0.1079916844859781,0.1079916844859781,Other
developer_publisher__developer_Bullid Games,-0.1079916844859781,0.1079916844859781,Other
developer_publisher__developer_Easy game,-0.10664108430125807,0.10664108430125807,Other
developer_publisher__developer_Game-Labs,-0.10557754559784512,0.10557754559784512,Other
"developer_publisher__publisher_Game-Labs,Game-Labs",-0.10557754559784512,0.10557754559784512,Other
developer_publisher__developer_The Artistocrats,0.10224996790861948,0.10224996790861948,Other
"developer_publisher__developer_Team NINJA,KOEI TECMO GAMES CO., LTD.",-0.10212912614063409,0.10212912614063409,Other
developer_publisher__developer_KADOKAWA,-0.10204034012486453,0.10204034012486453,Other
developer_publisher__developer_Frogwares,0.10175806113680345,0.10175806113680345,Other
"developer_publisher__publisher_Game for people,Game for people",-0.10154212701009058,0.10154212701009058,Other
developer_publisher__developer_EnsenaSoft,-0.10121108444889555,0.10121108444889555,Other
"developer_publisher__publisher_EnsenaSoft,EnsenaSoft",-0.10121108444889555,0.10121108444889555,Other
"developer_publisher__publisher_Konami Digital Entertainment, Inc.,Konami Digital Entertainment, Inc.",-0.10016437275468221,0.10016437275468221,Other
developer_publisher__developer_Petroglyph,0.09941203550190143,0.09941203550190143,Other
developer_publisher__developer_Slightly Mad Studios,0.09908709027703454,0.09908709027703454,Other
developer_publisher__developer_Owlcat Games,0.0950031374010263,0.0950031374010263,Other
"developer_publisher__publisher_Sometimes You,Sometimes You",-0.09450170370365672,0.09450170370365672,Other
"developer_publisher__publisher_Black Lime Studio,Black Lime Studio",-0.0939995494737911,0.0939995494737911,Other
developer_publisher__developer_Black Lime Studio,-0.0939995494737911,0.0939995494737911,Other
developer_publisher__developer_Stardock Entertainment,-0.09261473039974448,0.09261473039974448,Other
developer_publisher__developer_Machine Games,0.09221251175069425,0.09221251175069425,Other
developer_publisher__developer_MAGIX Software GmbH,-0.09133583252166635,0.09133583252166635,Other
"developer_publisher__publisher_MAGIX Software GmbH,MAGIX Software GmbH",-0.09133583252166635,0.09133583252166635,Other
"developer_publisher__publisher_HypeTrain Digital,HypeTrain Digital",0.0881997546150908,0.0881997546150908,Other
developer_publisher__developer_Gaming Minds Studios,-0.08676500085819937,0.08676500085819937,Other
developer_publisher__developer_Might and Delight,-0.08546450250897826,0.08546450250897826,Other
tags__tag_sports,0.08485903945463827,0.08485903945463827,Other
developer_publisher__developer_Eugen Systems,-0.08295951428178563,0.08295951428178563,Other
"developer_publisher__publisher_Bohemia Interactive,Bohemia Interactive",0.08263265721980585,0.08263265721980585,Other
developer_publisher__developer_OnSkull Games,0.08179677967425927,0.08179677967425927,Other
"developer_publisher__publisher_Dharker Studio,Dharker Studio",-0.08010412337189052,0.08010412337189052,Other
developer_publisher__developer_stillalive studios,-0.07947163913017322,0.07947163913017322,Other
genres__genre_massively_multiplayer,0.07539510110134683,0.07539510110134683,Other
developer_publisher__developer_Wadjet Eye Games,-0.07462701571435544,0.07462701571435544,Other
genres__genre_indie,-0.07210232782540658,0.07210232782540658,Other
developer_publisher__publisher_Unknown,-0.07032550052664015,0.07032550052664015,Other
"developer_publisher__publisher_Ronimo Games,Ronimo Games",-0.06614674674355572,0.06614674674355572,Other
developer_publisher__developer_VIS-Games,-0.06343745151804973,0.06343745151804973,Other
"developer_publisher__publisher_Krome Studios,Krome Studios",0.06101442071830465,0.06101442071830465,Other
"developer_publisher__publisher_Idea Factory International, Inc.,IDEA FACTORY Co., Ltd.,Idea Factory International, Inc.,IDEA FACTORY Co., Ltd.",-0.05832232225339019,0.05832232225339019,Other
"developer_publisher__developer_IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",-0.05832232225339019,0.05832232225339019,Other
developer_publisher__developer_Just Trains,-0.05775969615334362,0.05775969615334362,Other
developer_publisher__developer_IPACS,-0.05762977083778479,0.05762977083778479,Other
developer_publisher__developer_BANDAI NAMCO Studios Inc.,-0.056952283341590894,0.056952283341590894,Other
"developer_publisher__publisher_Dogenzaka Lab,Dogenzaka Lab",-0.054910006737136224,0.054910006737136224,Other
developer_publisher__developer_Telltale Games,0.05298355747723172,0.05298355747723172,Other
developer_publisher__developer_N3V Games,-0.05288417069602604,0.05288417069602604,Other
developer_publisher__developer_TML-Studios,0.05141812397320762,0.05141812397320762,Other
developer_publisher__developer_Mommy's Best Games,0.05065420014954903,0.05065420014954903,Other
"developer_publisher__developer_Nippon Ichi Software, Inc.",0.04956379222967487,0.04956379222967487,Other
developer_publisher__developer_Sports Interactive,0.0487000931411181,0.0487000931411181,Other
"developer_publisher__developer_Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",-0.04615921739864786,0.04615921739864786,Other
"developer_publisher__publisher_N/A,N/A",-0.04512801962947381,0.04512801962947381,Other
developer_publisher__developer_Holospark,0.04429274319435137,0.04429274319435137,Other
"developer_publisher__publisher_Holospark,Holospark",0.04429274319435137,0.04429274319435137,Other
developer_publisher__developer_Frontwing,-0.044276359246811704,0.044276359246811704,Other
developer_publisher__developer_Funcom,0.042878135375826784,0.042878135375826784,Other
"developer_publisher__publisher_Stardock Entertainment,Stardock Entertainment",0.04205299528507088,0.04205299528507088,Other
genres__genre_simulation,0.03978963820926199,0.03978963820926199,Other
"developer_publisher__developer_Traveller's Tales,TT Games,Feral Interactive (Mac)",0.03824282563804752,0.03824282563804752,Other
"developer_publisher__developer_Eidos-Montréal,Crystal Dynamics,Nixxes software",-0.037115627344530666,0.037115627344530666,Other
numeric__achievements,-0.03617210024208114,0.03617210024208114,Other
developer_publisher__developer_Rooster Teeth Games,0.03506237220317386,0.03506237220317386,Other
developer_publisher__developer_SEGA,-0.03484030261973464,0.03484030261973464,Other
developer_publisher__developer_Konami Digital Entertainment,0.03250359886832499,0.03250359886832499,Other
"developer_publisher__publisher_Nival,Nival",-0.03247963934851009,0.03247963934851009,Other
"developer_publisher__publisher_Henteko Doujin,Henteko Doujin",0.030796234523667934,0.030796234523667934,Other
developer_publisher__developer_DIMPS,-0.03055656482108668,0.03055656482108668,Other
"developer_publisher__publisher_Unknown Worlds Entertainment,Unknown Worlds Entertainment",0.03032221182205233,0.03032221182205233,Other
"developer_publisher__publisher_Assemble Entertainment,Assemble Entertainment",0.02949865767946197,0.02949865767946197,Other
developer_publisher__developer_Other Ocean Interactive,0.028785801017724405,0.028785801017724405,Other
developer_publisher__developer_Lab Zero Games,0.028639097883914232,0.028639097883914232,Other
"developer_publisher__publisher_Marvelous,Autumn Games,Marvelous,Autumn Games",0.028639097883914232,0.028639097883914232,Other
developer_publisher__developer_FIVE-BN GAMES,-0.02830655541718787,0.02830655541718787,Other
"developer_publisher__publisher_FIVE-BN GAMES,FIVE-BN GAMES",-0.02830655541718787,0.02830655541718787,Other
"developer_publisher__publisher_IPACS,IPACS",-0.028017656992226025,0.028017656992226025,Other
developer_publisher__developer_KishMish Games,-0.02790689308687786,0.02790689308687786,Other
developer_publisher__developer_Arc System Works,0.027454374006716627,0.027454374006716627,Other
"developer_publisher__developer_BANDAI NAMCO Studios,Dimps Corporation",0.025396180505653676,0.025396180505653676,Other
"developer_publisher__publisher_Might and Delight,Might and Delight",0.0241274146852509,0.0241274146852509,Other
"developer_publisher__publisher_Zojoi,Zojoi",0.023587465628728384,0.023587465628728384,Other
developer_publisher__developer_Fabio Ferrara,0.020520724550586244,0.020520724550586244,Other
developer_publisher__developer_Ludosity,-0.020059555137288097,0.020059555137288097,Other
developer_publisher__developer_Zojoi,-0.019269892051066446,0.019269892051066446,Other
"developer_publisher__publisher_HandyGames,HandyGames",0.01695901001124527,0.01695901001124527,Other
developer_publisher__developer_Capcom,0.01574250410852069,0.01574250410852069,Other
"developer_publisher__publisher_Frontier Developments,Frontier Developments",-0.015031052897793606,0.015031052897793606,Other
"developer_publisher__publisher_Dovetail Games - TSW,Dovetail Games - TSW",0.014508915922495015,0.014508915922495015,Other
"developer_publisher__publisher_Lonely Troops,Lonely Troops",-0.014184520450354265,0.014184520450354265,Other
developer_publisher__developer_Lonely Troops,-0.014184520450354265,0.014184520450354265,Other
developer_publisher__developer_Kunos Simulazioni,0.014142695908664616,0.014142695908664616,Other
"developer_publisher__publisher_Klei Entertainment,Klei Entertainment",0.014017307315475534,0.014017307315475534,Other
"developer_publisher__publisher_Codemasters,Feral Interactive (Mac),Feral Interactive (Linux),Codemasters,Feral Interactive (Mac),Feral Interactive (Linux)",0.012551173231342439,0.012551173231342439,Other
"developer_publisher__publisher_Kiddy,Kiddy",-0.011277615243071868,0.011277615243071868,Other
developer_publisher__developer_Kiddy,-0.011277615243071868,0.011277615243071868,Other
tags__tag_indie,-0.010106437432596854,0.010106437432596854,Other
"developer_publisher__publisher_Reverb Triple XP,Reverb Triple XP",-0.009086198101456453,0.009086198101456453,Other
"developer_publisher__publisher_Versus Evil,Obsidian Entertainment,Versus Evil,Obsidian Entertainment",-0.00854888233305951,0.00854888233305951,Other
"developer_publisher__publisher_Warner Bros. Interactive Entertainment,Feral Interactive (Mac),Warner Bros. Interactive Entertainment,Feral Interactive (Mac)",0.008439673629119104,0.008439673629119104,Other
"developer_publisher__publisher_MyACG Studio,MyACG Studio",0.0074557193841279755,0.0074557193841279755,Other
developer_publisher__release_era_2017-2019,-0.004147167784797838,0.004147167784797838,Other
