feature,coefficient,absolute_importance,feature_group
"developer_publisher__publisher_Topware Interactive,Topware Interactive",0.48079610773119813,0.48079610773119813,Other
"developer_publisher__publisher_Choice of Games,Choice of Games",-0.4774197465662497,0.4774197465662497,Other
developer_publisher__developer_Choice of Games,-0.4774197465662497,0.4774197465662497,Other
"developer_publisher__developer_SNK CORPORATION,DotEmu",-0.47702121150831484,0.47702121150831484,Other
"developer_publisher__publisher_KOEI TECMO GAMES CO., LTD.,KOEI TECMO GAMES CO., LTD.",0.47677646430835696,0.47677646430835696,Other
"developer_publisher__publisher_Paradox Interactive,Paradox Interactive",0.4766396611714168,0.4766396611714168,Other
"developer_publisher__publisher_Image & Form Games,Image & Form Games",0.4760859713954614,0.4760859713954614,Other
developer_publisher__developer_KAGAMI WORKs,-0.47057086978125545,0.47057086978125545,Other
"developer_publisher__publisher_EXOR Studios,EXOR Studios",0.4704294722613149,0.4704294722613149,Other
developer_publisher__developer_Fantasy Flight Games,0.4703103135851581,0.4703103135851581,Other
developer_publisher__developer_CREATIVE ASSEMBLY,0.46768383786633244,0.46768383786633244,Other
developer_publisher__developer_Techland,0.4649407569643021,0.4649407569643021,Other
developer_publisher__developer_Daybreak Game Company,-0.4635217647760008,0.4635217647760008,Other
developer_publisher__developer_Astronomic Games,-0.461521869198715,0.461521869198715,Other
developer_publisher__developer_weltenbauer. Software Entwicklung GmbH,-0.4614051684263602,0.4614051684263602,Other
genres__genre_strategy,-0.46103902396847346,0.46103902396847346,Other
"developer_publisher__publisher_2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)",0.4582672595079269,0.4582672595079269,Other
"developer_publisher__publisher_Kasedo Games,Kasedo Games",0.45608429684526747,0.45608429684526747,Other
developer_publisher__developer_KT Racing,0.45583370133795376,0.45583370133795376,Other
developer_publisher__developer_ARTDINK,-0.4552346772793541,0.4552346772793541,Other
"developer_publisher__publisher_Qumaron,Qumaron",-0.4543303129086928,0.4543303129086928,Other
"developer_publisher__publisher_tinyBuild,tinyBuild",0.45315897827510676,0.45315897827510676,Other
developer_publisher__developer_Nickervision Studios,0.4521611743108741,0.4521611743108741,Other
developer_publisher__developer_HeR Interactive,-0.45206312026187434,0.45206312026187434,Other
"developer_publisher__publisher_Eversim,Eversim",0.4464192551298954,0.4464192551298954,Other
"developer_publisher__publisher_Team17 Digital Ltd,Team17 Digital Ltd",0.4454116429718036,0.4454116429718036,Other
developer_publisher__developer_Graviteam,-0.4435744078251351,0.4435744078251351,Other
"developer_publisher__developer_Idea Factory,Compile Heart",-0.441416917469363,0.441416917469363,Other
"developer_publisher__publisher_Casual.US,Casual.US",-0.4411493825825361,0.4411493825825361,Other
developer_publisher__developer_Thomson Interactive,-0.4379892932233594,0.4379892932233594,Other
"developer_publisher__publisher_Rockstar Games,Rockstar Games",0.43793408453044486,0.43793408453044486,Other
"developer_publisher__publisher_UL,UL",-0.43391751085284364,0.43391751085284364,Other
developer_publisher__developer_UL,-0.43391751085284364,0.43391751085284364,Other
"developer_publisher__publisher_PsychoFlux Entertainment,PsychoFlux Entertainment",-0.43219619698258405,0.43219619698258405,Other
"developer_publisher__publisher_Merge Games,Merge Games",-0.43084880573753165,0.43084880573753165,Other
"developer_publisher__publisher_Walter Machado,Walter Machado",0.4285925423897561,0.4285925423897561,Other
developer_publisher__developer_Ubisoft,-0.42644541366413635,0.42644541366413635,Other
"developer_publisher__publisher_Chucklefish,Chucklefish",0.42448904022625555,0.42448904022625555,Other
"developer_publisher__publisher_Orangepixel,Orangepixel",-0.42398451428907546,0.42398451428907546,Other
developer_publisher__developer_Orangepixel,-0.42398451428907546,0.42398451428907546,Other
developer_publisher__developer_Trion Worlds,-0.4201451858308756,0.4201451858308756,Other
developer_publisher__developer_Gogii Games,-0.4191007711138613,0.4191007711138613,Other
"developer_publisher__publisher_Eagle Dynamics SA,Eagle Dynamics SA",-0.4172907940163813,0.4172907940163813,Other
"developer_publisher__publisher_Focus Home Interactive,Focus Home Interactive",0.41560821281295507,0.41560821281295507,Other
"developer_publisher__publisher_Konami Digital Entertainment,Konami Digital Entertainment",0.4112449752014473,0.4112449752014473,Other
developer_publisher__developer_Dnovel,-0.41011021600005704,0.41011021600005704,Other
"developer_publisher__publisher_Dnovel,Dnovel",-0.41011021600005704,0.41011021600005704,Other
numeric__achievements_missing,-0.4099443768655303,0.4099443768655303,Other
"developer_publisher__publisher_Kongregate,Kongregate",0.4098460846954717,0.4098460846954717,Other
"developer_publisher__publisher_PQube Limited,PQube Limited",0.40947759421627017,0.40947759421627017,Other
"developer_publisher__publisher_Phoenix Online Publishing,Phoenix Online Publishing",-0.4086897633807017,0.4086897633807017,Other
"developer_publisher__publisher_Toplitz Productions,Toplitz Productions",0.40683772150249287,0.40683772150249287,Other
"developer_publisher__publisher_Enjoy Games,Enjoy Games",-0.40297188385314314,0.40297188385314314,Other
developer_publisher__developer_Harebrained Schemes,0.4012020979262655,0.4012020979262655,Other
developer_publisher__developer_id Software,-0.400013342576599,0.400013342576599,Other
"developer_publisher__publisher_PlayFirst,PlayFirst",-0.3980382601386056,0.3980382601386056,Other
developer_publisher__developer_Racing Bros,0.39363004396011236,0.39363004396011236,Other
"developer_publisher__publisher_Microids Indie,Microids Indie",-0.3931086272696911,0.3931086272696911,Other
"developer_publisher__publisher_Trion Worlds,Trion Worlds",-0.3921172891499337,0.3921172891499337,Other
"developer_publisher__publisher_Bitlock Studio,Bitlock Studio",-0.39201775424658075,0.39201775424658075,Other
developer_publisher__developer_Walter Machado,0.3907017230951223,0.3907017230951223,Other
tags__tag_simulation,0.3899202957195004,0.3899202957195004,Other
"developer_publisher__publisher_THQ Nordic,THQ Nordic",0.38262550374622034,0.38262550374622034,Other
"developer_publisher__publisher_NIS America, Inc.,NIS America, Inc.",0.3813070043349214,0.3813070043349214,Other
developer_publisher__developer_Frontier Developments,-0.3802626367158973,0.3802626367158973,Other
developer_publisher__developer_MAGES. Inc.,-0.379569325549573,0.379569325549573,Other
developer_publisher__developer_Ninja Theory,0.37772591306630476,0.37772591306630476,Other
developer_publisher__developer_Pixeljam,-0.37757543629298046,0.37757543629298046,Other
developer_publisher__developer_Positech Games,0.3757090222889947,0.3757090222889947,Other
"developer_publisher__developer_Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux)",-0.37297273116140894,0.37297273116140894,Other
developer_publisher__developer_Eagle Dynamics SA,-0.3705466253152954,0.3705466253152954,Other
"developer_publisher__publisher_Excalibur Publishing,Excalibur Publishing",-0.3698605982872313,0.3698605982872313,Other
"developer_publisher__publisher_Arc System Works,Arc System Works",-0.369168188444004,0.369168188444004,Other
"developer_publisher__publisher_Nicalis, Inc.,Nicalis, Inc.",0.3687852099489154,0.3687852099489154,Other
developer_publisher__developer_Milestone S.r.l.,0.36383346683548645,0.36383346683548645,Other
"developer_publisher__publisher_10tons Ltd,10tons Ltd",-0.3619825055652435,0.3619825055652435,Other
"developer_publisher__publisher_Iceberg Interactive,Iceberg Interactive",0.36010213391243506,0.36010213391243506,Other
"developer_publisher__publisher_Meridian4,Meridian4",-0.35924192486604034,0.35924192486604034,Other
"developer_publisher__publisher_Big Ant Studios,Big Ant Studios",-0.3587407044348953,0.3587407044348953,Other
"developer_publisher__publisher_Forever Entertainment S. A.,Forever Entertainment S. A.",0.35868097074929783,0.35868097074929783,Other
"developer_publisher__developer_Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",0.35459838220544077,0.35459838220544077,Other
"developer_publisher__publisher_FireFly Studios,FireFly Studios",-0.35273407970984055,0.35273407970984055,Other
developer_publisher__developer_FireFly Studios,-0.35273407970984055,0.35273407970984055,Other
tags__tag_casual,0.3523559690202135,0.3523559690202135,Other
developer_publisher__developer_BetaDwarf,0.35052402004808064,0.35052402004808064,Other
developer_publisher__developer_Volition,-0.3493472928894274,0.3493472928894274,Other
"developer_publisher__publisher_Zotdinex,Zotdinex",-0.34909934368379386,0.34909934368379386,Other
developer_publisher__developer_Creobit,-0.34828246970151283,0.34828246970151283,Other
"developer_publisher__publisher_W.T.B.,W.T.B.",-0.34251254060178915,0.34251254060178915,Other
"developer_publisher__publisher_PlayWay S.A.,PlayWay S.A.",0.34034761706310634,0.34034761706310634,Other
developer_publisher__developer_Daedalic Entertainment,0.33941657619246196,0.33941657619246196,Other
developer_publisher__developer_Arrowhead Game Studios,-0.3376894112357576,0.3376894112357576,Other
"developer_publisher__publisher_Libredia,Libredia",-0.3373023283530443,0.3373023283530443,Other
"developer_publisher__developer_KOEI TECMO GAMES CO., LTD.",0.33397510403915187,0.33397510403915187,Other
developer_publisher__developer_Digitalmindsoft,-0.3295799845748486,0.3295799845748486,Other
"developer_publisher__publisher_Dagestan Technology,Dagestan Technology",-0.32778632811691805,0.32778632811691805,Other
"developer_publisher__publisher_Silver Cow Studio,Silver Cow Studio",-0.32470897937872384,0.32470897937872384,Other
developer_publisher__developer_Silver Cow Studio,-0.32470897937872384,0.32470897937872384,Other
developer_publisher__developer_SCS Software,0.3242570650529795,0.3242570650529795,Other
"developer_publisher__publisher_Microids,Microids",-0.322723147527099,0.322723147527099,Other
"developer_publisher__publisher_Gameforge 4D GmbH,Gameforge 4D GmbH",-0.3223015036887709,0.3223015036887709,Other
"developer_publisher__publisher_HexWar Games,HexWar Games",-0.3208460888618078,0.3208460888618078,Other
"developer_publisher__publisher_The Fighter Collection,The Fighter Collection",-0.3206920624046662,0.3206920624046662,Other
"developer_publisher__publisher_The Irregular Corporation,The Irregular Corporation",0.31825217071658174,0.31825217071658174,Other
developer_publisher__developer_Eversim,0.3169491427645333,0.3169491427645333,Other
developer_publisher__developer_InvertMouse,-0.3132574715881564,0.3132574715881564,Other
"developer_publisher__publisher_InvertMouse,InvertMouse",-0.3132574715881564,0.3132574715881564,Other
developer_publisher__developer_Saber Interactive,-0.31274302155828665,0.31274302155828665,Other
"developer_publisher__developer_Treyarch,Aspyr (Mac)",0.31259185039268284,0.31259185039268284,Other
"developer_publisher__publisher_KishMish Games,KishMish Games",-0.3123922761295894,0.3123922761295894,Other
"developer_publisher__publisher_NedoStudio,NedoStudio",-0.3122716700821503,0.3122716700821503,Other
"developer_publisher__publisher_Just1337 Publisher,Just1337 Publisher",-0.31222799963770326,0.31222799963770326,Other
developer_publisher__developer_Just1337 Studio,-0.31222799963770326,0.31222799963770326,Other
developer_publisher__developer_Nadeo,-0.3105758896601622,0.3105758896601622,Other
genres__genre_adventure,-0.3079613148128242,0.3079613148128242,Other
developer_publisher__developer_Deep Silver Volition,-0.30667456751341915,0.30667456751341915,Other
developer_publisher__developer_Big Ant Studios,-0.30658072969862815,0.30658072969862815,Other
developer_publisher__developer_Gearbox Software,-0.30611699611208065,0.30611699611208065,Other
developer_publisher__developer_JoyBits Ltd.,0.3060565703406196,0.3060565703406196,Other
"developer_publisher__publisher_Buka Entertainment,Buka Entertainment",-0.305072483793088,0.305072483793088,Other
"developer_publisher__publisher_Activision,Aspyr (Mac),Activision,Aspyr (Mac)",0.3048293922671478,0.3048293922671478,Other
developer_publisher__developer_Milkstone Studios,0.304170485208462,0.304170485208462,Other
developer_publisher__developer_Pilgrim Adventures,-0.3019565853740246,0.3019565853740246,Other
"developer_publisher__publisher_astragon Entertainment,astragon Entertainment",-0.3011271148685405,0.3011271148685405,Other
developer_publisher__developer_CSM,-0.30025403007142326,0.30025403007142326,Other
"developer_publisher__publisher_For Kids,For Kids",-0.29729275881589606,0.29729275881589606,Other
developer_publisher__developer_For Kids,-0.29729275881589606,0.29729275881589606,Other
"developer_publisher__publisher_CI Games,CI Games",-0.29610002002882047,0.29610002002882047,Other
developer_publisher__developer_Rebellion,-0.2955194347975082,0.2955194347975082,Other
developer_publisher__developer_Anatoliy Loginovskikh,-0.29542952308887005,0.29542952308887005,Other
developer_publisher__developer_Rocksteady Studios,0.294036718582809,0.294036718582809,Other
"developer_publisher__publisher_Tero Lunkka,Tero Lunkka",-0.2931391113541032,0.2931391113541032,Other
"developer_publisher__publisher_MY.GAMES,MY.GAMES",0.2912597233940297,0.2912597233940297,Other
developer_publisher__developer_John Wizard,-0.28995929632859263,0.28995929632859263,Other
developer_publisher__developer_Snkl Studio,-0.28662904600616623,0.28662904600616623,Other
"developer_publisher__publisher_Snkl Studio,Snkl Studio",-0.28662904600616623,0.28662904600616623,Other
"developer_publisher__publisher_Valkyrie Initiative,Valkyrie Initiative",-0.2863469512369962,0.2863469512369962,Other
developer_publisher__developer_Totem Games,-0.2862676667577648,0.2862676667577648,Other
developer_publisher__developer_SpinTop Games,-0.2832887488175754,0.2832887488175754,Other
"developer_publisher__publisher_Fatshark,Fatshark",0.28256018591242776,0.28256018591242776,Other
developer_publisher__developer_FeelThere,-0.2824227225529276,0.2824227225529276,Other
developer_publisher__developer_Last Day of Work,-0.2782313072663292,0.2782313072663292,Other
"developer_publisher__publisher_Last Day of Work,Last Day of Work",-0.2782313072663292,0.2782313072663292,Other
"developer_publisher__publisher_Winged Cloud,Winged Cloud",0.2781299537799918,0.2781299537799918,Other
developer_publisher__developer_Winged Cloud,0.2781299537799918,0.2781299537799918,Other
"developer_publisher__publisher_Starbreeze Publishing AB,Starbreeze Publishing AB",-0.27659822270565326,0.27659822270565326,Other
developer_publisher__developer_SimProse Studios,-0.27443628056902886,0.27443628056902886,Other
"developer_publisher__publisher_Dear Villagers,Dear Villagers",-0.27366370513803406,0.27366370513803406,Other
"developer_publisher__publisher_SQUARE ENIX, Eidos Interactive,SQUARE ENIX, Eidos Interactive",-0.2723680425332616,0.2723680425332616,Other
"developer_publisher__publisher_Electronic Arts,Electronic Arts",0.2718658163732773,0.2718658163732773,Other
"developer_publisher__publisher_Strategy First,Strategy First",-0.2680337477834405,0.2680337477834405,Other
"developer_publisher__publisher_Tranquility games,Tranquility games",0.2643753871254753,0.2643753871254753,Other
developer_publisher__developer_CUTE ANIME GIRLS,0.2643753871254753,0.2643753871254753,Other
developer_publisher__developer_GSC Game World,0.2641215046959133,0.2641215046959133,Other
numeric__original_price,0.25973762042725634,0.25973762042725634,Other
"developer_publisher__publisher_BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment",0.2588481141361961,0.2588481141361961,Other
developer_publisher__developer_Nihon Falcom,0.2574574352131112,0.2574574352131112,Other
developer_publisher__developer_Realmforge Studios,-0.2571445078911551,0.2571445078911551,Other
"developer_publisher__publisher_John Wizard,John Wizard",-0.25586381613119585,0.25586381613119585,Other
developer_publisher__developer_1C Entertainment,-0.25527145083401587,0.25527145083401587,Other
"developer_publisher__publisher_KISS ltd,KISS ltd",-0.25360268269906927,0.25360268269906927,Other
developer_publisher__developer_WayForward,0.2522434576741429,0.2522434576741429,Other
developer_publisher__developer_BANDAI NAMCO Studio Inc.,-0.2519915235848301,0.2519915235848301,Other
"developer_publisher__developer_INTI CREATES CO., LTD.",0.2510463219652414,0.2510463219652414,Other
"developer_publisher__publisher_Nyu Media,Nyu Media",0.25026106115003244,0.25026106115003244,Other
developer_publisher__developer_Remedy Entertainment,0.24772982853774428,0.24772982853774428,Other
developer_publisher__developer_Unknown,0.2475177052065738,0.2475177052065738,Other
developer_publisher__developer_Nicolas Bernard,-0.24736417193014926,0.24736417193014926,Other
"developer_publisher__publisher_Droid Riot,Droid Riot",-0.24736039494311593,0.24736039494311593,Other
"developer_publisher__publisher_CFK Co., Ltd.,CFK Co., Ltd.",-0.24655749766527954,0.24655749766527954,Other
"developer_publisher__developer_CFK Co., Ltd.",-0.24655749766527954,0.24655749766527954,Other
"developer_publisher__publisher_Degica,Degica",-0.24592700403076304,0.24592700403076304,Other
"developer_publisher__publisher_AYE Technology,AYE Technology",-0.2443328443133978,0.2443328443133978,Other
"developer_publisher__publisher_Rooster Teeth Games,Rooster Teeth Games",-0.2441256056768352,0.2441256056768352,Other
developer_publisher__developer_Longbow Games,-0.24358442664230262,0.24358442664230262,Other
"developer_publisher__publisher_Vertigo Games,Vertigo Games",-0.2413580201592508,0.2413580201592508,Other
developer_publisher__developer_Digital Confectioners,0.2412325968822625,0.2412325968822625,Other
"developer_publisher__publisher_BattleGoat Studios,BattleGoat Studios",-0.23988328055235858,0.23988328055235858,Other
developer_publisher__developer_BattleGoat Studios,-0.23988328055235858,0.23988328055235858,Other
developer_publisher__developer_КиКо,-0.23916661043217807,0.23916661043217807,Other
developer_publisher__developer_Love in Space,0.2384012417271737,0.2384012417271737,Other
"developer_publisher__publisher_SEGA,Feral Interactive (Mac),Feral Interactive (Linux),SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",-0.23694400810701458,0.23694400810701458,Other
"developer_publisher__developer_CyberConnect2 Co., Ltd.",-0.23619687492291289,0.23619687492291289,Other
"developer_publisher__publisher_New Reality Games,New Reality Games",0.23545901671803546,0.23545901671803546,Other
developer_publisher__developer_Vyacheslav Shilikhin,-0.23459355536310972,0.23459355536310972,Other
"developer_publisher__publisher_Vyacheslav Shilikhin,Vyacheslav Shilikhin",-0.23459355536310972,0.23459355536310972,Other
"developer_publisher__publisher_Frogwares,Frogwares",-0.23399799050400333,0.23399799050400333,Other
"developer_publisher__publisher_Hyper Hippo Games,Hyper Hippo Games",0.23266026165487855,0.23266026165487855,Other
developer_publisher__developer_Hyper Hippo Games,0.23266026165487855,0.23266026165487855,Other
"developer_publisher__publisher_ANPA.US,ANPA.US",-0.23245003893597524,0.23245003893597524,Other
"developer_publisher__publisher_Coffee Stain Publishing,Coffee Stain Publishing",0.2318751621007556,0.2318751621007556,Other
"developer_publisher__publisher_Narko Games,Narko Games",-0.23174553607100695,0.23174553607100695,Other
developer_publisher__developer_Virtual Top,-0.2288694285413991,0.2288694285413991,Other
developer_publisher__developer_Realore,-0.22695351123739918,0.22695351123739918,Other
developer_publisher__developer_Fatshark,0.22662433966322998,0.22662433966322998,Other
"developer_publisher__publisher_Activision,Activision",-0.2262359527810174,0.2262359527810174,Other
"developer_publisher__publisher_CD PROJEKT RED,CD PROJEKT RED",0.22503592287252389,0.22503592287252389,Other
"developer_publisher__publisher_Garage Games,Garage Games",-0.22278980519445812,0.22278980519445812,Other
"developer_publisher__publisher_Endless Loop Studios,Endless Loop Studios",0.2224236191481651,0.2224236191481651,Other
developer_publisher__developer_Endless Loop Studios,0.2224236191481651,0.2224236191481651,Other
developer_publisher__developer_Cateia Games,-0.22176309937053856,0.22176309937053856,Other
developer_publisher__developer_Ronimo Games,-0.22044016734018956,0.22044016734018956,Other
developer_publisher__developer_Warfare Studios,-0.22029954530653667,0.22029954530653667,Other
developer_publisher__developer_ToastieLabs,0.2196617438858252,0.2196617438858252,Other
"developer_publisher__publisher_League of Geeks,League of Geeks",-0.21774699112669524,0.21774699112669524,Other
developer_publisher__developer_League of Geeks,-0.21774699112669524,0.21774699112669524,Other
developer_publisher__developer_NedoStudio,-0.21520685831423988,0.21520685831423988,Other
developer_publisher__developer_Ubisoft San Francisco,-0.21516068117184306,0.21516068117184306,Other
"developer_publisher__publisher_Funcom,Funcom",0.21329945188121602,0.21329945188121602,Other
"developer_publisher__publisher_Best Way Soft,Best Way Soft",-0.21266668680770198,0.21266668680770198,Other
developer_publisher__developer_Great War Team,-0.21266668680770198,0.21266668680770198,Other
developer_publisher__developer_Ankama Studio,-0.21089031710638126,0.21089031710638126,Other
"developer_publisher__developer_What Pumpkin Games, Inc.",0.2105463381040564,0.2105463381040564,Other
"developer_publisher__publisher_What Pumpkin Games, Inc.,What Pumpkin Games, Inc.",0.2105463381040564,0.2105463381040564,Other
"developer_publisher__publisher_PlayStation Mobile Inc.,PlayStation Mobile Inc.",-0.20934813542291456,0.20934813542291456,Other
developer_publisher__developer_Vile Monarch,0.20725485373022917,0.20725485373022917,Other
developer_publisher__developer_Keen Software House,0.20349552940328508,0.20349552940328508,Other
developer_publisher__developer_Coffee Stain Studios,0.20252421191488995,0.20252421191488995,Other
developer_publisher__developer_Gaijin Entertainment,-0.2005978658153597,0.2005978658153597,Other
"developer_publisher__publisher_Deep Silver,Deep Silver",0.19773188750622692,0.19773188750622692,Other
"developer_publisher__publisher_b-alive gmbh,b-alive gmbh",-0.1970952423372603,0.1970952423372603,Other
developer_publisher__developer_b-alive gmbh,-0.1970952423372603,0.1970952423372603,Other
developer_publisher__developer_Capybara Games,0.1908872190917896,0.1908872190917896,Other
"developer_publisher__publisher_Bigben Interactive,Bigben Interactive",0.18860937330427044,0.18860937330427044,Other
"developer_publisher__publisher_GameHouse,GameHouse",-0.1883512172467607,0.1883512172467607,Other
"developer_publisher__publisher_TaleWorlds Entertainment,TaleWorlds Entertainment",0.18764422865914326,0.18764422865914326,Other
developer_publisher__developer_KING Art,-0.18653437925627128,0.18653437925627128,Other
"developer_publisher__publisher_JoyBits Ltd.,JoyBits Ltd.",0.1861463570419456,0.1861463570419456,Other
"developer_publisher__publisher_XSEED Games,Marvelous USA, Inc.,XSEED Games,Marvelous USA, Inc.",0.18435297157527927,0.18435297157527927,Other
"developer_publisher__publisher_Cleverweek,Cleverweek",-0.18409621532181603,0.18409621532181603,Other
developer_publisher__developer_Cleverweek,-0.18409621532181603,0.18409621532181603,Other
developer_publisher__release_era_2014-2016,0.183506202216985,0.183506202216985,Other
developer_publisher__developer_Nival,0.18220605811416704,0.18220605811416704,Other
"developer_publisher__publisher_MangaGamer,MangaGamer",-0.18115696088680236,0.18115696088680236,Other
"developer_publisher__publisher_Atari,Atari",-0.1807304334636981,0.1807304334636981,Other
developer_publisher__publisher_infrequent_sklearn,-0.17890188077316269,0.17890188077316269,Other
"developer_publisher__publisher_Tripwire Interactive,Tripwire Interactive",-0.17849593009772538,0.17849593009772538,Other
"developer_publisher__publisher_Ankama Games,Ankama Games",-0.17697607986869632,0.17697607986869632,Other
"developer_publisher__publisher_Giants Software,Giants Software",-0.17641241843096767,0.17641241843096767,Other
"developer_publisher__publisher_Milestone S.r.l.,Milestone S.r.l.",-0.17494065290652486,0.17494065290652486,Other
"developer_publisher__developer_Jetdogs Studios,Zoom Out Games",-0.17408079667890644,0.17408079667890644,Other
developer_publisher__developer_Narko Games,-0.17387985884228188,0.17387985884228188,Other
genres__genre_rpg,-0.17377344579065648,0.17377344579065648,Other
"developer_publisher__publisher_PopCap Games, Inc.,PopCap Games, Inc.",0.1725465971771067,0.1725465971771067,Other
developer_publisher__developer_SharkGame,-0.17154498137960558,0.17154498137960558,Other
"developer_publisher__publisher_WB Games,Feral Interactive (Mac),Feral Interactive (Linux),WB Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.16702840109087685,0.16702840109087685,Other
genres__genre_sports,-0.16684532539673017,0.16684532539673017,Other
"developer_publisher__publisher_K Bros Games,K Bros Games",0.16525567937570362,0.16525567937570362,Other
"developer_publisher__publisher_Telltale Games,Telltale Games",-0.16281507644485851,0.16281507644485851,Other
developer_publisher__developer_Aerosoft GmbH,-0.16252683066892554,0.16252683066892554,Other
developer_publisher__developer_EHTechnology,-0.16168012696493128,0.16168012696493128,Other
developer_publisher__developer_CI Games,-0.16161006082363882,0.16161006082363882,Other
developer_publisher__developer_Cyanide Studios,-0.16114349765750519,0.16114349765750519,Other
developer_publisher__developer_Phr00t's Software,-0.1609779741349075,0.1609779741349075,Other
"developer_publisher__publisher_Phr00t's Software,Phr00t's Software",-0.1609779741349075,0.1609779741349075,Other
"developer_publisher__publisher_INTI CREATES CO., LTD.,INTI CREATES CO., LTD.",0.1602534306768954,0.1602534306768954,Other
developer_publisher__developer_NeocoreGames,-0.16016203307336982,0.16016203307336982,Other
developer_publisher__developer_Owlchemy Labs,-0.1597849894574185,0.1597849894574185,Other
"developer_publisher__publisher_Hi-Rez Studios,Hi-Rez Studios",0.15941195585695198,0.15941195585695198,Other
genres__genre_early_access,0.15929276398168493,0.15929276398168493,Other
developer_publisher__developer_Home Net Games,0.15435637629464263,0.15435637629464263,Other
"developer_publisher__publisher_Home Net Games,Home Net Games",0.15435637629464263,0.15435637629464263,Other
developer_publisher__developer_Jutsu Games,0.1527408804831583,0.1527408804831583,Other
"developer_publisher__publisher_NeocoreGames,NeocoreGames",0.1514913640892944,0.1514913640892944,Other
"developer_publisher__publisher_Firehawk Studios,Firehawk Studios",0.15144312042368113,0.15144312042368113,Other
"developer_publisher__publisher_N3V Games,N3V Games",-0.15029752659264053,0.15029752659264053,Other
"developer_publisher__publisher_Nickervision Studios,Nickervision Studios",0.14680491378434338,0.14680491378434338,Other
developer_publisher__developer_Sapphire Dragon Productions,-0.14266945022342373,0.14266945022342373,Other
"developer_publisher__publisher_Sapphire Dragon Productions,Sapphire Dragon Productions",-0.14266945022342373,0.14266945022342373,Other
"developer_publisher__publisher_Peace,Peace",-0.14241620509000025,0.14241620509000025,Other
developer_publisher__developer_Peace,-0.14241620509000025,0.14241620509000025,Other
"developer_publisher__developer_Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",-0.1388581448528752,0.1388581448528752,Other
developer_publisher__developer_Image & Form Games,0.1386879634875801,0.1386879634875801,Other
"developer_publisher__publisher_Choice Provisions,Choice Provisions",0.13717139710499954,0.13717139710499954,Other
"developer_publisher__developer_NetherRealm Studios,QLOC",0.13471290891329715,0.13471290891329715,Other
developer_publisher__developer_G. Malta,-0.13400552308407976,0.13400552308407976,Other
"developer_publisher__publisher_VRS,VRS",-0.13400552308407976,0.13400552308407976,Other
developer_publisher__developer_Dexion Games,-0.13385946269138552,0.13385946269138552,Other
"developer_publisher__publisher_Dexion Games,Dexion Games",-0.13385946269138552,0.13385946269138552,Other
"developer_publisher__publisher_ZOV GAME STUDIO,ZOV GAME STUDIO",-0.1334460574004802,0.1334460574004802,Other
developer_publisher__developer_ZOV GAME STUDIO,-0.1334460574004802,0.1334460574004802,Other
"developer_publisher__publisher_1C Entertainment,1C Entertainment",0.13242896690944964,0.13242896690944964,Other
developer_publisher__developer_Microids,0.13171891451043405,0.13171891451043405,Other
developer_publisher__developer_infrequent_sklearn,0.1304209821127726,0.1304209821127726,Other
"developer_publisher__developer_Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",-0.12975691082146415,0.12975691082146415,Other
developer_publisher__developer_Beamdog,0.1272246132560463,0.1272246132560463,Other
"developer_publisher__publisher_Beamdog,Beamdog",0.1272246132560463,0.1272246132560463,Other
"developer_publisher__publisher_Excalibur Games,Excalibur Games",0.1250925294421768,0.1250925294421768,Other
"developer_publisher__publisher_EHTechnology,EHTechnology",-0.1245774728746449,0.1245774728746449,Other
"developer_publisher__publisher_Bmc Studio,Bmc Studio",0.12371521523253386,0.12371521523253386,Other
developer_publisher__developer_Bmc Studio,0.12371521523253386,0.12371521523253386,Other
"developer_publisher__publisher_ebi-hime,ebi-hime",0.12351682762492981,0.12351682762492981,Other
developer_publisher__developer_ebi-hime,0.12351682762492981,0.12351682762492981,Other
"developer_publisher__publisher_Armor Games Studios,Armor Games Studios",-0.12342889841367535,0.12342889841367535,Other
"developer_publisher__publisher_Rebellion,Rebellion",0.12042568756821663,0.12042568756821663,Other
developer_publisher__developer_Zloy Krot Studio,-0.11920236263715947,0.11920236263715947,Other
"developer_publisher__publisher_Daybreak Game Company,Daybreak Game Company",0.11918933061104148,0.11918933061104148,Other
numeric__is_free,0.11853721146744789,0.11853721146744789,Other
developer_publisher__developer_City Interactive,-0.11803397019382995,0.11803397019382995,Other
developer_publisher__release_era_2011-2013,0.11571742257498732,0.11571742257498732,Other
developer_publisher__developer_Targem Games,0.1152124760843535,0.1152124760843535,Other
"developer_publisher__publisher_Positech Games,Positech Games",-0.11487291771848294,0.11487291771848294,Other
"developer_publisher__publisher_Crew Lab,Crew Lab",0.11327872365176013,0.11327872365176013,Other
developer_publisher__developer_Crew Lab,0.11327872365176013,0.11327872365176013,Other
